web-scraper-order,web-scraper-start-url,subject,title,comment_number,description,pagination,pagination-href
"1541624989-828","https://www.nogomania.com/Novice.aspx","Evropske lige","Scholes: Ne vem, kaj želijo pri Unitedu","8","Igralci in navijači Manchester Uniteda so preprosto sprejeli dejstvo, da je Juventus v vseh pogledih en kakovostni razred višje, je prepričan Paul Scholes.","","https://www.nogomania.com/Novice.aspx?pid=32"
"1541626014-2997","https://www.nogomania.com/Novice.aspx","Evropske lige","Partizan izgubil na uvodni tekmi","0","Prvi krog nove sezone v Srbiji je takoj prinesel veliko presenečenje. Partizan je namreč prvič v svoji zgodovini izgubil proti skromni ekipi Radnika iz Surdulice.","","https://www.nogomania.com/Novice.aspx?pid=222"
"1541625230-1326","https://www.nogomania.com/Novice.aspx","Evropske lige","Bruce najprej dobil zelje, potem še odpoved","0","Ob remiju s Prestonom je Steve Bruce dobil glavo zelja s strani enega od navijačev. A to še ni bilo dovolj, potem je namreč izgubil še službo.","","https://www.nogomania.com/Novice.aspx?pid=76"
"1541626347-3700","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Putinčanin prihaja v Olimpijo","9","Srbska Vojvodina je na svoji spletni strani potrdila, da 30-letni bočni branilec Marko Putinčanin zapušča klub in se seli v Slovenijo, kjer bo podpisal pogodbo z ljubljansko Olimpijo.","","https://www.nogomania.com/Novice.aspx?pid=284"
"1541625674-2261","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Popoln volej Kurtićevega soigralca","0","Napadalec SPAL Mirco Antenucci je na srečanju Serie A proti Parmi zabil zadetek, ki si ga velja ogledati večkrat. Njegov volej ne bi mogel biti bolj popoln.","","https://www.nogomania.com/Novice.aspx?pid=158"
"1541626387-3771","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Maribor vodil 3:0, na koncu 3:3","2","Maribor je samo prvi polčas z Vardarjem odigral s prvo postavo, vodil je s 3:0, nato pa je druga postava v drugem polčasu popustila, Makedonci pa so izenačili.","","https://www.nogomania.com/Novice.aspx?pid=290"
"1541625047-1002","https://www.nogomania.com/Novice.aspx","Evropske lige","Barzagli: Liga prvakov je Juventusov cilj!","23","Branilec Andrea Barzagli je prepričan, da je aktualna ekipa Juventusa najmočnejša v zgodovini kluba. Italijan meni, da je Cristiano Ronaldo glavni razlog, da je zmaga v Ligi prvakov ""iz sanj prerasla v osnovni cilj.""","","https://www.nogomania.com/Novice.aspx?pid=47"
"1541625456-1820","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mažić: Zaradi Hrvaške nisem sodil v finalu SP","0","Srbski sodnik Milorad Mažić trdi, da je politika igrala vlogo pri izboru sodnika za finalno tekmo svetovnega prvenstva, saj meni, da bi jo sodil on, če se v finale ne bi uvrstila Hrvaška.","","https://www.nogomania.com/Novice.aspx?pid=119"
"1541626377-3765","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Igralci želijo odstaviti Sampaolija","23","Argentinski mediji poročajo, da so argentinski reprezenanti po debaklu proti Hrvaški sklicali izredni sestanek na katerem so sprejeli sklep, da za Jorgeja Sampaolija ne bodo več igrali. Menjal naj bi ga Jorge Burruchaga.","","https://www.nogomania.com/Novice.aspx?pid=289"
"1541625733-2389","https://www.nogomania.com/Novice.aspx","Evropske lige","Lewin agent ne dobi sestanka s Hoenessom","13","Predsednik Bayerna Uli Hoeness je priznal, da se tabor Roberta Lewandowskega na vsak način želi pogovoriti glede napadalčeve prihodnosti, a pri Bayernu zaman trkajo na vrata.","","https://www.nogomania.com/Novice.aspx?pid=169"
"1541625482-1872","https://www.nogomania.com/Novice.aspx","Evropske lige","Liga je dovolila Astorijev spominski trak","0","Vodstvo italijanske Serie A je ugodilo prošnji Fiorentine za izjemo pri spoštovanju pravil glede personaliziranega kapetanskega traku. Trak v Astorijev spomin bo dovoljen.","","https://www.nogomania.com/Novice.aspx?pid=124"
"1541626024-3027","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=224"
"1541625355-1601","https://www.nogomania.com/Novice.aspx","Evropske lige","Serie A: Peta zmaga Juventusa, tretji gol Ronalda","14","Juventus se je v gosteh dolgo mučil z malčkom Frosinonejem, ledino pa je prebil z zadetkom Cristiana Ronalda, ki že prihaja v pravo strelsko formo. Remi Milana, zmaga Napolija v Torinu.","","https://www.nogomania.com/Novice.aspx?pid=100"
"1541625497-1899","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Deni Jurić je okrepil napad Triglava","0","Kranjski prvoligaš Triglav je napadalne vrste okrepil z Denijem Jurićem, 21-letnim reprezentantom avstralske izbrane vrste do 23 let in nekdanjim članom splitskega Hajduka.","","https://www.nogomania.com/Novice.aspx?pid=126"
"1541625380-1660","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Valdivia z eno potezo osmešil kar dva","0","Čilski veteran Jorge Valdivia, ena od največjih ćilskih zvezd zadnje generacije, tudi v poznih nogometnih letih dokazuje svoje mojstrstvo. Oglejte si njegov vrtiljak na tekmi pokala Libertadores.","","https://www.nogomania.com/Novice.aspx?pid=105"
"1541626207-3411","https://www.nogomania.com/Novice.aspx","Evropske lige","Moggi: Ronaldo je že podpisal","19","Nekdanji direktor Juventusa Luciano Moggi je še dodatno začinil govorice o prestopu Cristiana Ronalda v Juventus z besedami, da je ""po njegovih informacijah"" prestop sijajnega Portugalca že dogovorjen.","","https://www.nogomania.com/Novice.aspx?pid=258"
"1541626099-3180","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","SP 2018: Danes bomo dobili svetovnega prvaka","26","Hrvaška ali Francija? Danes bomo dobili odgovor na vprašanje, katera reprezentanca bo v naslednjih štirih letih prevzela mandat prve nogometne sile sveta. Francija drugič ali Hrvaška prvič?","","https://www.nogomania.com/Novice.aspx?pid=238"
"1541626129-3248","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Kronaveter: Preveč smo igrali nazaj","25","Rok Kronaveter obžaluje prejeti gol v drugem polčasu včerajšnje tekme proti Qarabagu, kot glavni problem Olimpije pa izpostavlja pretirano vračanje žoge obrambi. ""Dokler smo živi, bomo verjeli.""","","https://www.nogomania.com/Novice.aspx?pid=244"
"1541624971-735","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","1. SNL: Na vrhu je zdaj tesno","21","Razplet večnega derbija v Mariboru je šel na roko Olimpiji, ki zdaj za vodilnim Mariborom zaostaja le za točko. Celjani do zmage v Kranju, Mura poražena v Krškem.","","https://www.nogomania.com/Novice.aspx?pid=24"
"1541625332-1546","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mourinho: Pogba ni več drugi kapetan","0","Spora s Paulom Pogbajem ni, poudarja Jose Mourinho, je pa po včerajšnjem izpadu iz ligaškega pokala priznal, da francoski vezist ni več drugi kapetan ekipe.","","https://www.nogomania.com/Novice.aspx?pid=95"
"1541626092-3162","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Giroud mundial končal brez strela na gol","9","Neverjetno, a resnično. Francoski napadalec Olivier Giroud je nastopil na kar šestih od sedmih tekem Francije na svetovnem prvenstvu, a kljub temu niti enkrat ni streljal v okvir nasprotnikovega gola.","","https://www.nogomania.com/Novice.aspx?pid=236"
"1541625199-1287","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Dinamov evropski junak: Izet Hajrović","0","Dinamo je po dveh krogih že na pragu uvrstitve v izločilne boje lige Europa. Eden od ključnih nogometašev ekipe je Izet Hajrović, ki je v Zagreb prišel po minute, gole, lovorike in reprezentanco.","","https://www.nogomania.com/Novice.aspx?pid=72"
"1541625625-2156","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=149"
"1541625749-2423","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Prestavljen začetek tekme, ker ni snel prstana","0","Slovaški branilec Erik Čikoš se je spozabil in je tekmo med Debrecenom in MTK želel odigrati s prstanom na roki. Sodnik mu je to prepovedal, igralec pa prstana ni uspel sneti.","","https://www.nogomania.com/Novice.aspx?pid=172"
"1541626421-3838","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Neverodostojni","77","KOMENTAR: Farsična tiskovna konferenca v Mariboru je potrdila, da avtoritete nad Zlatkom Zahovićem ni. Drago Cotar je Zahoviću še enkrat več predal ključe mariborskega kluba, sebe pa vrnil na protokolarno funkcijo.","","https://www.nogomania.com/Novice.aspx?pid=296"
"1541626426-3858","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Harry Kane osrečil Anglijo","2","Ni veliko manjkalo, pa bi na svetovnem prvenstvu v Rusiji videli novo presenečenje. Angleški napadalec Harry Kane tega ni dovolil, gol za zmago proti Tuniziji je dosegel v 90. minuti.","","https://www.nogomania.com/Novice.aspx?pid=297"
"1541626352-3721","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Maradona: Računalniki in droni ne bodo rešili težav","13","Legendarni Diego Maradona je izrekel kup kritik na račun argentinskega selektorja Jorgeja Sampaolija ter se posmehoval njegovi obsedenosti z uporabo tehnologij in velikostjo strokovnega štaba.","","https://www.nogomania.com/Novice.aspx?pid=285"
"1541625036-959","https://www.nogomania.com/Novice.aspx","Evropske lige","United za levi bok namenil kar 40 milijonov","5","Manchester United je še enkrat več demonstriral svojo finančno moč in podpisal petletno pogodbo z bočnim branilcem, ki bo klub stala kar 40 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=44"
"1541624955-655","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=17"
"1541626394-3784","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Uradno: Apau v Bratislavo","4","Mitch Apau je po napovedih zapustil vrste Olimpije in podpisal pogodbo s Slovanom iz Bratislave. Zdaj že nekdanji branilec ljubljanskih zmajev je z novim klubom podpisal triletno pogodbo.","","https://www.nogomania.com/Novice.aspx?pid=291"
"1541625095-1112","https://www.nogomania.com/Novice.aspx","Evropske lige","Niko Kovač na košarkarski tekmi doživel razočaranje","1","Niko Kovač je v četrtek zvečer za trenutek odklopil misli od nogometa in obiskal košarkarsko tekmo Bayerna. Ko je napovedovalec v dvorani prebral njegovo ime, so navijači reagirali.","","https://www.nogomania.com/Novice.aspx?pid=57"
"1541625323-1520","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Daniele De Rossi je odigral že 600 tekem","0","Ob včerajšnji zmagi Rome nad Frosinonejem je poseben jubilej praznoval Daniele De Rossi. Legenda Rome je odigrala svojo 600. tekmo v karieri.","","https://www.nogomania.com/Novice.aspx?pid=93"
"1541626158-3313","https://www.nogomania.com/Novice.aspx","Evropske lige","Torres bo igral na Japonskem","0","Legendarni napadalec Atletica iz Madrida in španske reprezentance Fernnado Torres je danes naznanil, da bo tako kot Andres Iniesta kariero nadaljeval na Japonskem. Njegov nov klub je Sagan Tosu.","","https://www.nogomania.com/Novice.aspx?pid=250"
"1541625888-2708","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Modrić v Inter, Pjanić v Real, SMS v Juve?","25","La Gazzetta dello Sport ponuja formulo, po kateri bi prestop Luke Modrića iz Reala v Inter lahko postal realnost. Šlo bo za t.i. trikotnik, v katerega bosta poleg Modrića vključena še Miralem Pjanić in Sergej Milinković-Savić.","","https://www.nogomania.com/Novice.aspx?pid=197"
"1541625040-977","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Prodaja Wembleyja ne gre po načrtih","0","Lastnik Fulhama Shahid Khan je poln denarja in bil je zagret za nakup Wembleyja. Angleška nogometna zveza je že sanjala zaslužek, a se je zapletlo.","","https://www.nogomania.com/Novice.aspx?pid=45"
"1541625902-2743","https://www.nogomania.com/Novice.aspx","Evropske lige","Feyenoord sezono začel z lovoriko","0","Feyenoord je v finalu nizozemskega superpokala po izvajanju enajstmetrovk premagal PSV iz Eindhovna ter sezono odprl z lovoriko protokolarnega pomena.","","https://www.nogomania.com/Novice.aspx?pid=200"
"1541625692-2309","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Ivačič: Oni se razdajajo drug za drugega, mi pa ...","21","Vratar Olimpije Aljaž Ivačič meni, da so si nogometaši Spartaka bolj želeli zmage kot igralci Olimpije, Rok Kronaveter pa zatrjuje, da ni storil prekrška za najstrožjo kazen. ""Ni bilo kontakta,"" poudarja Kronaveter.","","https://www.nogomania.com/Novice.aspx?pid=162"
"1541624982-792","https://www.nogomania.com/Novice.aspx","Evropske lige","Italija najbolj ""pridno"" nabira točke","16","Aktualna sezona elitne Lige prvakov je sila zanimiva in je že postregla z velikim številom razburljivih trenutkov. Najbolj pomembne bodo seveda osvojene točke, najbolj pridno jih za zdaj nizajo italijanski klubi.","","https://www.nogomania.com/Novice.aspx?pid=29"
"1541625674-2260","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Šporar ostaja pri ritmu en gol na tekmo","0","Andraž Šporar je proti Trenčinu ob remiju s 3:3 prispeval zadetek in asistenco, njegov Slovan pa še naprej vodi na prvenstveni lestvici. V Bolgariji dobro kaže Slaviši Stojanoviću in njegovemu Levskemu.","","https://www.nogomania.com/Novice.aspx?pid=158"
"1541625152-1242","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Anketa: Navijači hočejo Matjaža Keka","0","V sobotnih večernih urah je reški časnik Novi list objavil anketo, v kateri je navijače Rijeke spraševal, če želijo, da Matjaž Kek ostane. Rezultat je lahko Mariborčanu v ponos.","","https://www.nogomania.com/Novice.aspx?pid=68"
"1541626405-3812","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Ferrero potrdil, da je Torreira prodan Arsenalu","1","Predsednik Sampdorie Massimo Ferrero je razkril, da je urugvajski reprezentant Lucas Torreira bivši igralec kluba. Za 30 milijonov evrov je bil prodan Arsenalu.","","https://www.nogomania.com/Novice.aspx?pid=293"
"1541625942-2836","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Santiago Arias menja Šimeta Vrsaljka?","4","Santiago Arias je včeraj manjkal na foto terminu pri PSV, mediji pa poročajo, da ga namesto Šimeta Vrsaljka v svoji ekipi vidi Diego Simeone iz Atletica.","","https://www.nogomania.com/Novice.aspx?pid=208"
"1541625813-2546","https://www.nogomania.com/Novice.aspx","Evropske lige","Kehrer za 37 milijonov v PSG","4","Bogati francoski velikan Paris Saint Germain je sklenil dogovor z nemškim Schalkejem za prestop nadarjenega branilca Thila Kehrerja, za katerega bodo Parižani odšteli 37 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=183"
"1541625296-1470","https://www.nogomania.com/Novice.aspx","Evropske lige","Kovač: Poraz ni problem","3","Bayern je v Berlinu nepričakovano kiksnil, toda trener Niko Kovač ni posebej zaskrbljen. Prepričan je, da je Bayern proti Herthi odigral solidno, a priložnosti ni izkoristil.","","https://www.nogomania.com/Novice.aspx?pid=88"
"1541625933-2817","https://www.nogomania.com/Novice.aspx","Evropske lige","Bari ne bo Napolijev satelit","1","Bari je po bankrotu in padcu v nižje lige dobil novega lastnika. To je postal Napolijev lastnik Aurelio De Laurentiis, ki iz Barija ne namerava ustvariti satelita Napolija.","","https://www.nogomania.com/Novice.aspx?pid=206"
"1541625788-2508","https://www.nogomania.com/Novice.aspx","Evropske lige","Liverpoola je Salaha prijavil policiji","20","Angleški velikan Liverpool je vložil prijavo zoper svojega največjega zvezdnika Mohameda Salaha, potem  ko je v javnost pricurljal posnetek, na katerem Salah za volanom sedi s telefonom v rokah.","","https://www.nogomania.com/Novice.aspx?pid=179"
"1541626030-3032","https://www.nogomania.com/Novice.aspx","Evropske lige","Milan bo prisluhnil Bonucciju","4","Trener Milana Gennaro Gattuso je zatrdil, da si v klubu želijo zadržati sijajnega branilca Leonarda Bonuccija, a hkrati tudi priznal, da bodo v Milanu prisluhnili njegovim željam.","","https://www.nogomania.com/Novice.aspx?pid=225"
